Unnamed: 0,mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type
3696,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,13,therapist,00:00:49,"Yeah. And your worry is that if you stop, you will end up gaining weight. So I'm hearing this kind of list of things that don't feel so positive about stopping.",9,False,,True,complex,False,,reflection,
3697,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,14,client,00:01:00,Mm-hmm.,9,,,,,,,,neutral
3698,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,15,therapist,00:01:02,I'm wondering what else might be on that list.,9,False,,False,,True,open,question,
3699,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,16,client,00:01:24,"Um, withdrawal.",9,,,,,,,,sustain
3700,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,17,therapist,00:01:26,Mm.,9,False,,False,,False,,other,
3701,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,18,client,00:01:26,"They say it's awful. Um, being cranky.",9,,,,,,,,sustain
3702,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,19,therapist,00:01:31,Mm-hmm.,9,False,,False,,False,,other,
3703,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,20,client,00:01:32,"And if I do go through this, I just hope my friends understand and will support me in what I'm trying to do.",9,,,,,,,,neutral
3704,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,21,therapist,00:01:39,Mm-hmm. Okay. Yeah. So added to the other list is the having to go through the withdrawal-,9,False,,True,simple,False,,reflection,
3705,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,22,client,00:01:45,Mm-hmm.,9,,,,,,,,neutral
3706,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,23,therapist,00:01:46,"-the unpleasantness of that. Okay. What else might be on the, not so good side about smoking- about stopping?",9,False,,True,simple,True,open,question,
3707,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,24,client,00:01:52,"Um, I think everything's on the bad side about smoking, but, um, I've just smoked so long. I-I just can't imagine-",9,,,,,,,,sustain
3708,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,25,therapist,00:01:58,Mm-hmm.,9,False,,False,,False,,other,
3709,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,26,client,00:01:59,-not- going through life without smoking.,9,,,,,,,,sustain
3710,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,27,therapist,00:02:01,Mm-hmm.,9,False,,False,,False,,other,
3711,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,28,client,00:02:01,"I know I've got to stop. Uh, I'm having no health problems from cigarettes-",9,,,,,,,,change
3712,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,29,therapist,00:02:06,Mm-hmm.,9,False,,False,,False,,other,
3713,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,30,client,00:02:06,"-at present, but when the doctor told me this morning what could be waiting for me in the future-",9,,,,,,,,change
3714,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,31,therapist,00:02:12,Mm-hmm.,9,False,,False,,False,,other,
3715,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,32,client,00:02:12,-that made me rethink-,9,,,,,,,,neutral
3716,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,33,therapist,00:02:14,Mm.,9,False,,False,,False,,other,
3717,high,65,Motivational Interviewing for Health Issues Video,https://www.youtube.com/watch?v=wCbYXsQd9u8,smoking cessation,34,client,00:02:14,-everything.,9,,,,,,,,neutral
4150,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,0,client,00:02:15,"He, um, introduced me to it too, so I've tried it.",0,,,,,,,,neutral
4151,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,1,therapist,00:02:21,"So with his encouragement, you-you tried some drugs.",0,False,,True,simple,False,,reflection,
4152,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,2,client,00:02:25,Oxy.,0,,,,,,,,neutral
4153,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,3,therapist,00:02:25,You tried oxy? Okay.,0,False,,True,simple,False,,reflection,
4154,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,4,client,00:02:27,Yeah.,0,,,,,,,,neutral
4155,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,5,therapist,00:02:27,Okay. And he encouraged you to do that.,0,False,,True,simple,False,,reflection,
4156,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,6,client,00:02:30,"Well, yeah he said it was a pain- a pain medicine.",0,,,,,,,,neutral
4157,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,7,therapist,00:02:33,He said that it would help you with some of the pain that you've been having.,0,False,,True,simple,False,,reflection,
4158,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,8,client,00:02:36,Mm-hmm.,0,,,,,,,,neutral
4159,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,9,therapist,00:02:36,Yeah.,0,False,,False,,False,,other,
4160,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,10,client,00:02:37,"And it has, but I don't do it as often, it's just sometimes.",0,,,,,,,,neutral
4161,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,11,therapist,00:02:42,"Okay. So you trusted him on that, and you tried it out and you found that it helped you in certain ways. What are some of the things that you said it's-- takes some of the pain away, it's not just-- you know.",0,False,,True,complex,True,open,reflection,
4162,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,12,client,00:02:53,Dealing with my grandma's loss.,0,,,,,,,,sustain
4163,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,13,therapist,00:02:54,"Okay, so that's helped you.",0,False,,True,simple,False,,reflection,
4164,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,14,client,00:02:55,"Yeah. I feel alone, and I just, I miss her and, it does- it does help but,-",0,,,,,,,,sustain
4165,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,15,therapist,00:03:04,Mm-hmm. So it help—,0,False,,True,simple,False,,reflection,
4166,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,16,client,00:03:06,-I don't wanna have to rely on having to take that.,0,,,,,,,,change
4167,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,17,therapist,00:03:09,"Okay. So it's not something you wanna rely on, you don't see yourself continuing to use this. It's something that you'v found at least for the moment very helpful?",0,False,,True,complex,False,,reflection,
4168,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,18,client,00:03:18,"Mm-hmm. Yeah, and—",0,,,,,,,,neutral
4169,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,19,therapist,00:03:19,"But it's not something that you wanna make a habit of becoming reliant on, or dependent?",0,False,,True,complex,False,,reflection,
4170,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,20,client,00:03:24,Right.,0,,,,,,,,change
4171,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,21,therapist,00:03:25,"Yeah, okay. Um, and-and so that's a lot going on right now for you? Yeah.",0,False,,True,complex,False,,reflection,
4172,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,22,client,00:03:33,"Yeah, it is.",0,,,,,,,,neutral
4173,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,23,therapist,00:03:34,"You've been managing in the best way you can. You also have some doubts about it too, it sounds like?",0,False,,True,complex,False,,reflection,
4174,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,24,client,00:03:42,"Yeah, well, I don't really know too much about it, other than it makes me feel good.",0,,,,,,,,sustain
4175,high,73,Motivational Interviewing for Adolescent Substance Use - 2,https://www.youtube.com/watch?v=K-zJme3RTzM,reducing drug use,25,therapist,00:03:47,"Okay, so for now you know that it makes you feel good.",0,False,,True,simple,False,,reflection,
4458,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,0,therapist,00:00:31,Would you like to answer some questions and kind of do a self-evaluation about how you're feeling around alcohol and the contraception?,5,False,,False,,True,closed,question,
4459,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,1,client,00:00:39,Sure.,5,,,,,,,,neutral
4460,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,2,therapist,00:00:40,"Okay. So we're working on a 10 point of scale 1 to 10, 1 being not important, 10 being very important. One being not confident, one being very confident. So on a scale of 1 to 10, which number best reflects how important it is to you to drink the-- what risk limits?",5,False,,False,,True,closed,question,
4461,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,3,client,00:01:00,I would say an eight.,5,,,,,,,,neutral
4462,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,4,therapist,00:01:01,"You'd say an eight. Okay. And on a scale of 1 to 10, how confident are you at the present time that you can drink below risk levels?",5,False,,False,,True,closed,question,
4463,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,5,client,00:01:13,I would say a four.,5,,,,,,,,neutral
4464,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,6,therapist,00:01:14,Amount of four.,5,False,,True,simple,False,,reflection,
4465,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,7,client,00:01:16,Mm-hmm.,5,,,,,,,,neutral
4466,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,8,therapist,00:01:16,"Okay. And so let's look at those two. You're-you're thinking it's pretty important, but your confidence is down here, uh, a four, but it's not a one. What makes you confident that you can drink below risk levels and you remember what those are?",5,False,,True,simple,True,open,question,
4467,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,9,client,00:01:37,"Um, I think it's because you've told me I'm at risk and I have alcoholism in my family and I really don't want to go down that path. So I'm-I'm confident that I can change that at this point.",5,,,,,,,,change
4468,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,10,therapist,00:01:50,Okay. So that gives you a good reason not to drink. Okay. Anything else?,5,False,,True,simple,True,open,question,
4469,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,11,client,00:01:56,"Um, well, I have a group of friends that doesn't drink that I hang out with. And I think when I hang out with them, it's not an issue. So that also helps me.",5,,,,,,,,change
4470,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,12,therapist,00:02:03,So you have a support group that gives you the ability to have fun and still drink below risk levels?,5,False,,True,simple,False,,reflection,
4471,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,13,client,00:02:08,Yep.,5,,,,,,,,neutral
4472,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,14,therapist,00:02:09,Okay. Anything else?,5,False,,False,,True,closed,question,
4473,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,15,client,00:02:12,Nope.,5,,,,,,,,neutral
4474,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,16,therapist,00:02:13,"Now let's look at your self-evaluation of your birth control. So now we're doing the risk of pregnancy and the use of birth control. So on a scale of 1 to 10, how important is it to you to use effective birth control every time you have sex to keep from getting pregnant?",5,False,,False,,True,closed,question,
4475,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,17,client,00:02:36,I would say an eight.,5,,,,,,,,neutral
4476,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,18,therapist,00:02:37,"An eight. Okay. And on a scale of 1 to 10, how confident are you at the present time that you- that you can use effective birth control?",5,False,,True,simple,True,closed,question,
4477,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,19,client,00:02:52,"Every time,-",5,,,,,,,,neutral
4478,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,20,therapist,00:02:53,Every time.,5,True,information,False,,False,,therapist_input,
4479,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,21,client,00:02:53,-probably a six.,5,,,,,,,,neutral
4480,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,22,therapist,00:02:55,Correctly as it's prescribed.,5,True,information,False,,False,,therapist_input,
4481,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,23,client,00:02:57,Probably a six.,5,,,,,,,,neutral
4482,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,24,therapist,00:02:58,Probably a six. Okay. So you're pretty confident that you can do it. And why are you a six and not a two or three?,5,False,,True,complex,True,open,question,
4483,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,25,client,00:03:11,"Um, I'm a six because I think if I drink less, I'll be more reliable with using birth control. I tend to not use it when I'm-- I drank too much and I don't really care too much.",5,,,,,,,,change
4484,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,26,therapist,00:03:24,"Okay. So it's kind of linked to your drinking, the fact that, um, that you can-- if you can take care of that drinking, you can take care of the-",5,False,,True,complex,False,,reflection,
4485,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,27,client,00:03:35,Yeah.,5,,,,,,,,neutral
4486,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,28,therapist,00:03:35,-birth control issue and this importance comes down as your reason why you're not down here.,5,False,,True,simple,False,,reflection,
4487,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,29,client,00:03:40,Yes.,5,,,,,,,,neutral
4488,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,30,therapist,00:03:40,"Very good. So it looks like, um, you're using a good method of birth control, you're just not able to use it effectively. And you've linked it back here to the drinking. So would you like to develop a plan around your alcohol use at this-- today?",5,True,information,True,simple,True,closed,question,
4489,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,31,client,00:04:00,Before I leave?,5,,,,,,,,neutral
4490,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,32,therapist,00:04:01,Yes.,5,False,,False,,False,,other,
4491,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,33,client,00:04:03,Okay.,5,,,,,,,,neutral
4492,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,34,therapist,00:04:04,"Okay. And if you need more information, we can get that for you.",5,True,options,False,,False,,therapist_input,
4493,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,35,client,00:04:07,Okay.,5,,,,,,,,neutral
4494,high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,36,therapist,00:04:07,Okay.,5,False,,False,,False,,other,
